Item_Store_ID,Item_Store_Returns
FDD50_BABATUNJI013,6866.437
FDD51_BABATUNJI019,472.43817
FDD51_BABATUNJI027,9323.54
FDD51_BABATUNJI035,4503.146
FDD51_BABATUNJI045,5000.683
FDD51_BABATUNJI049,1730.671
FDD52_BABATUNJI027,9377.036
FDD52_BABATUNJI035,5622.837
FDD53_BABATUNJI017,3729.9128
FDD53_BABATUNJI019,505.8467
FDD53_BABATUNJI027,9234.523
FDD53_BABATUNJI049,1912.9939
FDD57_BABATUNJI017,6799.2954
FDD57_BABATUNJI027,8432.353
FDD57_BABATUNJI035,6081.516
FDD58_BABATUNJI018,4335.0093
FDD58_BABATUNJI019,828.56976
FDD58_BABATUNJI035,4757.2666
FDD58_BABATUNJI045,4453.552
FDD59_BABATUNJI017,3830.9097
FDD59_BABATUNJI027,10515.927
FDD59_BABATUNJI045,3794.1497
FDD59_BABATUNJI046,3686.7495
FDE02_BABATUNJI017,4540.5527
FDE02_BABATUNJI019,533.9464
FDE02_BABATUNJI027,8796.452
FDE04_BABATUNJI010,1452.8593
FDE04_BABATUNJI013,6285.9453
FDE09_BABATUNJI019,905.9657
FDE09_BABATUNJI027,9132.008
FDE09_BABATUNJI045,5245.193
FDE10_BABATUNJI027,10178.407
FDE11_BABATUNJI010,1995.7731
FDE11_BABATUNJI013,7709.5703
FDE14_BABATUNJI018,4645.0312
FDE14_BABATUNJI035,4915.9443
FDE14_BABATUNJI045,4942.3154
FDE16_BABATUNJI010,1435.032
FDE20_BABATUNJI013,7469.576
FDE21_BABATUNJI027,10654.742
FDE21_BABATUNJI045,5190.3003
FDE23_BABATUNJI017,3888.1606
FDE23_BABATUNJI018,2518.7268
FDE23_BABATUNJI035,4012.752
FDE23_BABATUNJI045,3927.9858
FDE23_BABATUNJI046,2746.4736
FDE28_BABATUNJI010,2105.4014
FDE28_BABATUNJI013,10530.934
FDE28_BABATUNJI049,11183.529
FDE29_BABATUNJI018,2347.1536
FDE29_BABATUNJI027,9215.874
FDE29_BABATUNJI045,5012.39
FDE29_BABATUNJI046,2348.777
FDE29_BABATUNJI049,2551.4954
FDE32_BABATUNJI017,4358.3403
FDE32_BABATUNJI018,2876.7017
FDE32_BABATUNJI027,9206.185
FDE32_BABATUNJI035,4377.1274
FDE32_BABATUNJI046,2380.1292
FDE33_BABATUNJI017,4064.353
FDE33_BABATUNJI019,516.16974
FDE33_BABATUNJI027,9689.653
FDE33_BABATUNJI045,4236.449
FDE33_BABATUNJI049,3080.183
FDE34_BABATUNJI010,1325.9266
FDE35_BABATUNJI027,10333.449
FDE35_BABATUNJI045,3540.5786
FDE35_BABATUNJI049,1748.1813
FDE39_BABATUNJI035,4800.991
FDE39_BABATUNJI045,4975.523
FDE40_BABATUNJI017,3873.2996
FDE40_BABATUNJI018,2126.6858
FDE40_BABATUNJI019,608.7789
FDE40_BABATUNJI027,9065.701
FDE40_BABATUNJI045,3859.6506
FDE41_BABATUNJI017,4064.202
FDE41_BABATUNJI019,552.6018
FDE41_BABATUNJI035,4092.342
FDE41_BABATUNJI045,4079.6392
FDE41_BABATUNJI046,4159.801
FDE41_BABATUNJI049,4189.675
FDE44_BABATUNJI017,5426.5366
FDE44_BABATUNJI035,5220.595
FDE44_BABATUNJI045,4988.9814
FDE44_BABATUNJI046,3398.733
FDE45_BABATUNJI013,7070.3813
FDE51_BABATUNJI017,3543.2834
FDE51_BABATUNJI019,525.14124
FDE51_BABATUNJI027,10263.616
FDE51_BABATUNJI035,3600.3064
FDE51_BABATUNJI046,1953.2034
FDE52_BABATUNJI027,9911.423
FDE53_BABATUNJI017,5299.1787
FDE53_BABATUNJI027,7995.5127
FDE53_BABATUNJI045,5328.3623
FDE56_BABATUNJI017,4588.919
FDE56_BABATUNJI019,652.29553
FDE56_BABATUNJI027,9041.104
FDE56_BABATUNJI035,4574.8765
FDE57_BABATUNJI027,7366.19
FDE58_BABATUNJI027,9615.604
FDE59_BABATUNJI017,3546.1914
FDE59_BABATUNJI018,1799.3055
FDE59_BABATUNJI035,3553.962
FDE59_BABATUNJI049,1734.8438
FDF02_BABATUNJI017,3979.7854
FDF02_BABATUNJI018,4310.4185
FDF04_BABATUNJI013,7991.987
FDF04_BABATUNJI018,8618.479
FDF04_BABATUNJI046,7589.539
FDF04_BABATUNJI049,7452.03
FDF05_BABATUNJI013,8538.279
FDF05_BABATUNJI018,9045.446
FDF05_BABATUNJI035,9782.217
FDF05_BABATUNJI045,9235.34
FDF05_BABATUNJI046,8544.483
FDF05_BABATUNJI049,7706.234
FDF08_BABATUNJI018,4216.886
FDF08_BABATUNJI035,4098.771
FDF08_BABATUNJI045,4086.382
FDF08_BABATUNJI046,4140.9023
FDF09_BABATUNJI018,2503.3157
FDF09_BABATUNJI027,10021.71
FDF09_BABATUNJI035,4848.875
FDF09_BABATUNJI045,5374.007
FDF09_BABATUNJI049,2525.1602
FDF11_BABATUNJI018,8327.162
FDF11_BABATUNJI049,8988.065
FDF20_BABATUNJI010,1788.1002
FDF20_BABATUNJI013,6944.893
FDF20_BABATUNJI046,8908.335
FDF21_BABATUNJI010,1779.1512
FDF21_BABATUNJI013,8723.653
FDF22_BABATUNJI010,814.69586
FDF22_BABATUNJI013,10086.735
FDF22_BABATUNJI046,10114.35
FDF24_BABATUNJI017,6378.3994
FDF24_BABATUNJI018,2809.9995
FDF24_BABATUNJI027,8605.051
FDF24_BABATUNJI035,5590.3633
FDF24_BABATUNJI049,3089.629
FDF28_BABATUNJI027,8743.787
FDF29_BABATUNJI027,9567.821
FDF32_BABATUNJI010,1233.0363
FDF32_BABATUNJI013,8295.191
FDF32_BABATUNJI046,5488.5947
FDF33_BABATUNJI027,9717.609
FDF33_BABATUNJI035,4404.5103
FDF33_BABATUNJI045,4912.8906
FDF34_BABATUNJI010,1038.6068
FDF35_BABATUNJI017,4844.462
FDF35_BABATUNJI035,4783.2686
FDF35_BABATUNJI045,4761.2974
FDF38_BABATUNJI046,1632.2585
FDF39_BABATUNJI013,11749.568
FDF39_BABATUNJI018,10318.57
FDF39_BABATUNJI045,11493.334
FDF39_BABATUNJI046,11741.163
FDF41_BABATUNJI018,7927.28
FDF41_BABATUNJI046,8690.024
FDF41_BABATUNJI049,8910.44
FDF44_BABATUNJI027,9069.581
FDF45_BABATUNJI017,7160.9185
FDF45_BABATUNJI018,2601.176
FDF45_BABATUNJI045,5436.981
FDF45_BABATUNJI049,2589.752
FDF46_BABATUNJI027,9055.538
FDF46_BABATUNJI035,3626.677
FDF46_BABATUNJI045,3555.023
FDF47_BABATUNJI013,7987.5435
FDF47_BABATUNJI046,7987.5435
FDF52_BABATUNJI010,1267.2305
FDF52_BABATUNJI013,9179.655
FDF53_BABATUNJI013,7817.72
FDF56_BABATUNJI010,1226.1588
FDF56_BABATUNJI013,5145.646
FDF58_BABATUNJI027,10717.134
FDF58_BABATUNJI046,3634.1853
FDG08_BABATUNJI013,6630.3486
FDG09_BABATUNJI010,1675.7142
FDG09_BABATUNJI013,8212.661
FDG10_BABATUNJI018,2306.991
FDG10_BABATUNJI019,448.6089
FDG10_BABATUNJI027,10250.349
FDG10_BABATUNJI035,5993.466
FDG10_BABATUNJI045,6048.324
FDG12_BABATUNJI027,10250.349
FDG12_BABATUNJI045,6116.982
FDG16_BABATUNJI013,8716.851
FDG16_BABATUNJI046,8084.959
FDG17_BABATUNJI018,9697.176
FDG17_BABATUNJI049,10664.386
FDG20_BABATUNJI010,1392.8958
FDG22_BABATUNJI017,3761.1106
FDG22_BABATUNJI027,9673.704
FDG22_BABATUNJI035,3756.973
FDG22_BABATUNJI046,2013.4624
FDG24_BABATUNJI017,3890.2317
FDG24_BABATUNJI018,3550.8774
FDG24_BABATUNJI027,9436.349
FDG24_BABATUNJI035,4499.315
FDG24_BABATUNJI045,5026.727
FDG24_BABATUNJI046,3390.741
FDG24_BABATUNJI049,3582.4255
FDG26_BABATUNJI013,9181.149
FDG26_BABATUNJI018,9927.193
FDG26_BABATUNJI049,8891.404
FDG28_BABATUNJI046,11813.799
FDG29_BABATUNJI017,3847.3386
FDG29_BABATUNJI027,9627.97
FDG29_BABATUNJI035,3861.361
FDG29_BABATUNJI046,2091.572
FDG29_BABATUNJI049,2150.7676
FDG31_BABATUNJI019,553.4628
FDG31_BABATUNJI027,8882.948
FDG31_BABATUNJI035,3414.4287
FDG31_BABATUNJI049,1668.1084
FDG32_BABATUNJI013,7657.317
FDG32_BABATUNJI046,7466.761
FDG33_BABATUNJI013,7807.192
FDG34_BABATUNJI017,4414.2793
FDG34_BABATUNJI027,9988.52
FDG34_BABATUNJI035,4019.478
FDG34_BABATUNJI045,3999.3096
FDG38_BABATUNJI017,5095.0913
FDG38_BABATUNJI018,5195.647
FDG38_BABATUNJI027,10076.71
FDG38_BABATUNJI045,5065.987
FDG38_BABATUNJI046,5522.5024
FDG38_BABATUNJI049,5694.9287
FDG40_BABATUNJI017,3856.1816
FDG40_BABATUNJI027,9306.97
FDG40_BABATUNJI046,1727.6252
FDG41_BABATUNJI017,4301.9917
FDG41_BABATUNJI035,4271.253
FDG44_BABATUNJI018,2192.8892
FDG44_BABATUNJI019,595.3517
FDG44_BABATUNJI027,10021.71
FDG44_BABATUNJI035,3808.274
FDG44_BABATUNJI046,2465.4438
FDG44_BABATUNJI049,2249.068
FDG45_BABATUNJI010,1594.0853
FDG45_BABATUNJI013,10711.933
FDG46_BABATUNJI027,9681.416
FDG46_BABATUNJI045,3996.835
FDG47_BABATUNJI010,1449.2913
FDG47_BABATUNJI013,8308.913
FDG47_BABATUNJI018,6723.637
FDG47_BABATUNJI035,8353.443
FDG47_BABATUNJI046,8320.547
FDG50_BABATUNJI017,4837.409
FDG50_BABATUNJI018,3722.441
FDG50_BABATUNJI045,5034.7393
FDG50_BABATUNJI046,3234.6077
FDG52_BABATUNJI018,1832.739
FDG52_BABATUNJI027,9389.233
FDG52_BABATUNJI035,3601.9578
FDG52_BABATUNJI049,1798.3815
FDG56_BABATUNJI017,4163.5317
FDG56_BABATUNJI018,2383.0315
FDG56_BABATUNJI027,10232.576
FDG56_BABATUNJI035,4185.101
FDG56_BABATUNJI045,4142.709
FDG57_BABATUNJI017,3930.0864
FDG57_BABATUNJI018,2130.3875
FDG57_BABATUNJI035,3941.0842
FDG57_BABATUNJI045,3942.2427
FDG57_BABATUNJI046,1993.0833
FDG57_BABATUNJI049,2120.5977
FDG59_BABATUNJI017,3861.2861
FDG59_BABATUNJI018,2282.065
FDG59_BABATUNJI027,9234.523
FDG59_BABATUNJI035,3847.7393
FDG59_BABATUNJI045,3854.6982
FDG59_BABATUNJI046,1861.9229
FDG60_BABATUNJI013,9690.916
FDG60_BABATUNJI046,9090.927
FDG60_BABATUNJI049,9361.412
FDH02_BABATUNJI017,5946.655
FDH02_BABATUNJI018,3462.239
FDH02_BABATUNJI027,10333.449
FDH02_BABATUNJI045,5921.245
FDH04_BABATUNJI017,6055.6934
FDH04_BABATUNJI018,3613.5745
FDH04_BABATUNJI019,550.9771
FDH04_BABATUNJI046,3751.792
FDH05_BABATUNJI018,8979.206
FDH05_BABATUNJI046,9744.348
FDH05_BABATUNJI049,10070.893
FDH08_BABATUNJI046,8791.695
FDH09_BABATUNJI017,3884.5032
FDH09_BABATUNJI027,9387.85
FDH09_BABATUNJI035,3982.7258
FDH09_BABATUNJI045,3871.8008
FDH09_BABATUNJI049,2205.3208
FDH10_BABATUNJI010,1593.7185
FDH10_BABATUNJI013,4647.4595
FDH12_BABATUNJI017,4020.799
FDH12_BABATUNJI019,823.8014
FDH12_BABATUNJI045,4130.6206
FDH16_BABATUNJI017,4588.0664
FDH16_BABATUNJI027,9413.836
FDH16_BABATUNJI046,4274.721
FDH16_BABATUNJI049,4560.8843
FDH17_BABATUNJI017,7204.143
FDH17_BABATUNJI019,539.45807
FDH17_BABATUNJI035,5685.848
FDH17_BABATUNJI045,5769.4873
FDH19_BABATUNJI013,6043.394
FDH20_BABATUNJI017,7155.5527
FDH20_BABATUNJI018,4307.9575
FDH20_BABATUNJI035,6224.788
FDH20_BABATUNJI045,6299.711
FDH26_BABATUNJI027,9397.333
FDH28_BABATUNJI017,4618.325
FDH28_BABATUNJI018,1939.6848
FDH28_BABATUNJI019,552.461
FDH28_BABATUNJI027,10418.574
FDH28_BABATUNJI035,4598.6045
FDH28_BABATUNJI045,4626.393
FDH28_BABATUNJI046,1803.7615
FDH28_BABATUNJI049,1783.5082
FDH31_BABATUNJI019,476.19223
FDH31_BABATUNJI027,9969.114
FDH31_BABATUNJI035,6034.8896
FDH32_BABATUNJI018,4326.004
FDH32_BABATUNJI027,9418.291
FDH32_BABATUNJI035,4254.668
FDH32_BABATUNJI045,4272.007
FDH33_BABATUNJI017,4269.9077
FDH33_BABATUNJI018,1666.3271
FDH33_BABATUNJI019,537.4875
FDH33_BABATUNJI027,10654.742
FDH33_BABATUNJI035,4200.8027
FDH33_BABATUNJI045,4184.0635
FDH33_BABATUNJI046,1710.8958
FDH33_BABATUNJI049,1919.9783
FDH38_BABATUNJI035,4841.4062
FDH40_BABATUNJI017,4273.005
FDH40_BABATUNJI018,3311.6501
FDH40_BABATUNJI027,10385.182
FDH40_BABATUNJI046,3130.6123
FDH41_BABATUNJI013,10830.604
FDH41_BABATUNJI046,11777.63
FDH45_BABATUNJI018,2079.1357
FDH45_BABATUNJI019,534.3913
FDH45_BABATUNJI035,4564.6245
FDH45_BABATUNJI045,4587.8
FDH45_BABATUNJI046,1793.8195
FDH45_BABATUNJI049,1808.6084
FDH47_BABATUNJI035,5196.678
FDH47_BABATUNJI045,5168.4453
FDH48_BABATUNJI017,3746.3684
FDH48_BABATUNJI018,3988.6094
FDH48_BABATUNJI019,572.41187
FDH48_BABATUNJI045,3706.3381
FDH48_BABATUNJI049,4099.9297
FDH50_BABATUNJI013,7102.223
FDH52_BABATUNJI017,3645.192
FDH52_BABATUNJI019,503.69354
FDH52_BABATUNJI027,9911.926
FDH53_BABATUNJI017,5766.5923
FDH53_BABATUNJI018,2988.9045
FDH53_BABATUNJI035,5764.015
FDH53_BABATUNJI046,3177.9573
FDH56_BABATUNJI035,4785.7407
FDH56_BABATUNJI045,4026.452
FDH57_BABATUNJI027,9035.803
FDH58_BABATUNJI045,4478.8735
FDH60_BABATUNJI046,7962.4424
FDI02_BABATUNJI017,4729.456
FDI02_BABATUNJI035,4747.844
FDI04_BABATUNJI013,8445.026
FDI04_BABATUNJI046,7605.768
FDI05_BABATUNJI017,4909.7095
FDI05_BABATUNJI046,3125.3547
FDI05_BABATUNJI049,3346.1504
FDI07_BABATUNJI046,8990.254
FDI08_BABATUNJI018,8735.291
FDI08_BABATUNJI046,7481.5337
FDI08_BABATUNJI049,6788.0864
FDI09_BABATUNJI018,5455.694
FDI09_BABATUNJI046,5521.2637
FDI09_BABATUNJI049,5595.8354
FDI10_BABATUNJI013,8755.427
FDI12_BABATUNJI017,4702.649
FDI12_BABATUNJI045,4683.0396
FDI12_BABATUNJI046,4361.5166
FDI12_BABATUNJI049,4424.7153
FDI14_BABATUNJI027,9307.71
FDI15_BABATUNJI013,7544.829
FDI15_BABATUNJI035,7875.5596
FDI15_BABATUNJI046,7470.41
FDI15_BABATUNJI049,9996.845
FDI16_BABATUNJI018,2003.4109
FDI16_BABATUNJI027,10100.599
FDI16_BABATUNJI035,5106.011
FDI16_BABATUNJI046,1969.3218
FDI19_BABATUNJI010,1912.8065
FDI19_BABATUNJI013,8290.98
FDI19_BABATUNJI046,8290.98
FDI20_BABATUNJI010,1293.983
FDI20_BABATUNJI013,10221.196
FDI20_BABATUNJI046,10221.196
FDI21_BABATUNJI018,1956.1675
FDI21_BABATUNJI027,11122.831
FDI21_BABATUNJI035,3979.2178
FDI21_BABATUNJI045,3680.0564
FDI21_BABATUNJI046,3612.4102
FDI22_BABATUNJI010,1897.027
FDI22_BABATUNJI013,9983.114
FDI22_BABATUNJI046,9908.695
FDI24_BABATUNJI013,6890.31
FDI27_BABATUNJI017,5891.95
FDI27_BABATUNJI027,10133.665
FDI27_BABATUNJI045,3533.2722
FDI27_BABATUNJI049,1870.5865
FDI28_BABATUNJI018,2518.1023
FDI28_BABATUNJI027,8867.151
FDI28_BABATUNJI045,5346.751
FDI28_BABATUNJI046,2469.8462
FDI28_BABATUNJI049,2466.7527
FDI32_BABATUNJI027,8713.669
FDI32_BABATUNJI035,5839.8467
FDI32_BABATUNJI045,5645.059
FDI33_BABATUNJI017,7207.1255
FDI33_BABATUNJI027,9013.411
FDI33_BABATUNJI045,6285.247
FDI34_BABATUNJI018,7927.3564
FDI34_BABATUNJI046,9219.467
FDI34_BABATUNJI049,8962.371
FDI36_BABATUNJI046,11361.91
FDI38_BABATUNJI010,2246.7822
FDI38_BABATUNJI046,12786.16
FDI40_BABATUNJI017,5018.1445
FDI40_BABATUNJI018,3727.1628
FDI40_BABATUNJI035,4897.412
FDI40_BABATUNJI045,4992.3813
FDI44_BABATUNJI017,3776.2773
FDI44_BABATUNJI027,9110.028
FDI44_BABATUNJI049,2606.665
FDI45_BABATUNJI013,5440.987
FDI46_BABATUNJI018,9545.371
FDI46_BABATUNJI046,11271.533
FDI46_BABATUNJI049,11041.5
FDI48_BABATUNJI017,3970.2778
FDI48_BABATUNJI035,5886.051
FDI48_BABATUNJI049,2279.4326
FDI50_BABATUNJI013,10367.585
FDI50_BABATUNJI018,9049.474
FDI50_BABATUNJI049,10539.525
FDI52_BABATUNJI035,3885.9873
FDI52_BABATUNJI045,3779.2717
FDI56_BABATUNJI017,4618.885
FDI56_BABATUNJI018,4090.9412
FDI56_BABATUNJI027,8437.918
FDI56_BABATUNJI046,4036.674
FDI57_BABATUNJI013,8715.93
FDI57_BABATUNJI046,8715.93
FDI58_BABATUNJI017,4647.925
FDI58_BABATUNJI045,4445.069
FDI60_BABATUNJI018,2035.9766
FDI60_BABATUNJI045,4194.583
FDI60_BABATUNJI046,1775.9454
FDI60_BABATUNJI049,1817.1449
FDJ03_BABATUNJI018,2128.836
FDJ03_BABATUNJI045,3906.8254
FDJ04_BABATUNJI035,4549.9243
FDJ04_BABATUNJI045,4388.9517
FDJ07_BABATUNJI027,9792.734
FDJ09_BABATUNJI017,3717.7812
FDJ09_BABATUNJI018,1867.6794
FDJ09_BABATUNJI035,4984.3525
FDJ09_BABATUNJI045,3706.8037
FDJ09_BABATUNJI046,2329.5483
FDJ09_BABATUNJI049,1820.3125
FDJ10_BABATUNJI027,8179.7153
FDJ12_BABATUNJI013,13045.118
FDJ14_BABATUNJI017,3876.0168
FDJ14_BABATUNJI019,521.89606
FDJ14_BABATUNJI046,2524.7644
FDJ16_BABATUNJI017,5058.2344
FDJ16_BABATUNJI018,2504.1953
FDJ16_BABATUNJI035,5022.3115
FDJ16_BABATUNJI046,2761.003
FDJ16_BABATUNJI049,2679.3616
FDJ20_BABATUNJI045,6650.17
FDJ22_BABATUNJI013,7531.1055
FDJ26_BABATUNJI018,7566.6177
FDJ26_BABATUNJI046,8005.3203
FDJ27_BABATUNJI017,4977.33
FDJ27_BABATUNJI018,4195.3364
FDJ27_BABATUNJI045,4959.9688
FDJ28_BABATUNJI010,1299.0872
FDJ32_BABATUNJI027,8935.88
FDJ32_BABATUNJI045,3726.1228
FDJ32_BABATUNJI046,1907.0298
FDJ33_BABATUNJI027,10170.966
FDJ33_BABATUNJI035,5240.7983
FDJ34_BABATUNJI027,10411.115
FDJ36_BABATUNJI027,9886.342
FDJ36_BABATUNJI035,5083.811
FDJ36_BABATUNJI045,5147.757
FDJ38_BABATUNJI013,10960.975
FDJ40_BABATUNJI027,9979.331
FDJ40_BABATUNJI035,4293.84
FDJ41_BABATUNJI010,2267.619
FDJ41_BABATUNJI013,10151.91
FDJ41_BABATUNJI018,7864.0215
FDJ41_BABATUNJI035,7025.599
FDJ41_BABATUNJI046,9490.578
FDJ44_BABATUNJI013,6827.546
FDJ45_BABATUNJI018,2105.5203
FDJ45_BABATUNJI019,549.1208
FDJ45_BABATUNJI027,9662.681
FDJ45_BABATUNJI035,3886.3499
FDJ45_BABATUNJI045,3912.1523
FDJ45_BABATUNJI049,2141.3691
FDJ48_BABATUNJI010,1706.0436
FDJ48_BABATUNJI013,10288.325
FDJ48_BABATUNJI046,7764.3657
FDJ50_BABATUNJI035,4464.9785
FDJ50_BABATUNJI045,4978.9033
FDJ50_BABATUNJI049,1999.4436
FDJ53_BABATUNJI027,9444.277
FDJ53_BABATUNJI035,4984.8657
FDJ55_BABATUNJI010,2232.132
FDJ55_BABATUNJI013,9969.88
FDJ55_BABATUNJI018,9552.589
FDJ55_BABATUNJI046,9864.193
FDJ56_BABATUNJI017,7551.088
FDJ56_BABATUNJI019,837.03076
FDJ56_BABATUNJI027,9590.116
FDJ56_BABATUNJI045,7491.8213
FDJ57_BABATUNJI010,2311.6912
FDJ58_BABATUNJI013,7758.8467
FDK02_BABATUNJI035,4561.814
FDK03_BABATUNJI010,1282.3271
FDK03_BABATUNJI018,11863.391
FDK03_BABATUNJI046,11279.842
FDK03_BABATUNJI049,10423.308
FDK04_BABATUNJI017,4859.164
FDK04_BABATUNJI027,8820.836
FDK04_BABATUNJI045,4846.2383
FDK04_BABATUNJI046,2423.7595
FDK08_BABATUNJI018,3350.1108
FDK08_BABATUNJI019,648.1441
FDK08_BABATUNJI027,10156.272
FDK09_BABATUNJI010,2420.7268
FDK09_BABATUNJI046,8654.615
FDK10_BABATUNJI013,7391.591
FDK14_BABATUNJI017,3795.4587
FDK14_BABATUNJI018,3565.4849
FDK14_BABATUNJI035,3941.2026
FDK14_BABATUNJI045,3893.0989
FDK14_BABATUNJI046,3812.758
FDK15_BABATUNJI018,4582.959
FDK15_BABATUNJI019,571.3088
FDK15_BABATUNJI027,9272.201
FDK15_BABATUNJI035,4015.7715
FDK16_BABATUNJI018,4134.8677
FDK16_BABATUNJI027,8834.19
FDK16_BABATUNJI035,4642.1274
FDK16_BABATUNJI045,4832.2314
FDK20_BABATUNJI027,11247.094
FDK20_BABATUNJI045,5188.2437
FDK21_BABATUNJI010,2032.8306
FDK21_BABATUNJI013,8372.998
FDK21_BABATUNJI018,10456.142
FDK21_BABATUNJI046,8367.864
FDK21_BABATUNJI049,7953.7617
FDK22_BABATUNJI010,1390.0577
FDK22_BABATUNJI018,9196.716
FDK24_BABATUNJI018,2258.3257
FDK24_BABATUNJI019,470.57645
FDK24_BABATUNJI027,8787.551
FDK24_BABATUNJI035,3896.2273
FDK24_BABATUNJI045,3962.1323
FDK24_BABATUNJI046,2427.1858
FDK27_BABATUNJI027,9949.704
FDK27_BABATUNJI035,4902.884
FDK28_BABATUNJI010,2047.489
FDK28_BABATUNJI018,6902.2876
FDK28_BABATUNJI046,12550.388
FDK33_BABATUNJI013,8768.258
FDK34_BABATUNJI013,10348.65
FDK34_BABATUNJI018,8684.487
FDK36_BABATUNJI017,4737.864
FDK36_BABATUNJI027,10073.996
FDK36_BABATUNJI035,4806.5923
FDK36_BABATUNJI046,2449.827
FDK40_BABATUNJI010,1628.9197
FDK40_BABATUNJI013,8482.147
FDK40_BABATUNJI018,7871.663
FDK40_BABATUNJI027,13775.146
FDK40_BABATUNJI045,7343.0024
FDK40_BABATUNJI046,9862.302
FDK40_BABATUNJI049,10025.389
FDK41_BABATUNJI017,4552.9614
FDK41_BABATUNJI027,8567.979
FDK41_BABATUNJI035,4466.7383
FDK41_BABATUNJI045,4475.366
FDK41_BABATUNJI046,2929.6162
FDK43_BABATUNJI045,5859.3325
FDK45_BABATUNJI035,3827.175
FDK45_BABATUNJI045,3831.4097
FDK46_BABATUNJI010,2481.3552
FDK46_BABATUNJI018,9216.258
FDK48_BABATUNJI017,4350.9683
FDK48_BABATUNJI027,8382.841
FDK48_BABATUNJI045,4301.372
FDK48_BABATUNJI046,4105.7744
FDK48_BABATUNJI049,2943.8735
FDK51_BABATUNJI010,1731.8152
FDK51_BABATUNJI013,7776.3447
FDK51_BABATUNJI027,10529.411
FDK51_BABATUNJI035,7379.6978
FDK51_BABATUNJI046,7788.919
FDK51_BABATUNJI049,8193.783
FDK52_BABATUNJI010,1867.8722
FDK52_BABATUNJI013,7673.759
FDK52_BABATUNJI018,6889.136
FDK55_BABATUNJI017,6591.1284
FDK55_BABATUNJI018,3878.3672
FDK55_BABATUNJI019,641.52246
FDK55_BABATUNJI035,5846.116
FDK55_BABATUNJI045,6172.9526
FDK56_BABATUNJI010,568.8042
FDK56_BABATUNJI013,8728.921
FDK57_BABATUNJI027,9418.291
FDK58_BABATUNJI018,4994.273
FDK58_BABATUNJI019,589.0759
FDK58_BABATUNJI027,9938.659
FDK58_BABATUNJI035,6281.2144
FDK58_BABATUNJI045,4372.9697
FDK60_BABATUNJI018,4187.049
FDK60_BABATUNJI035,4173.5938
FDL02_BABATUNJI019,849.14667
FDL03_BABATUNJI013,8467.233
FDL04_BABATUNJI017,4725.683
FDL04_BABATUNJI027,6868.3745
FDL04_BABATUNJI035,4661.649
FDL08_BABATUNJI013,12163.986
FDL08_BABATUNJI046,10836.112
FDL10_BABATUNJI017,4469.412
FDL10_BABATUNJI018,4790.3174
FDL10_BABATUNJI027,8332.125
FDL10_BABATUNJI035,4429.166
FDL10_BABATUNJI045,4448.377
FDL12_BABATUNJI019,645.2136
FDL12_BABATUNJI027,8595.998
FDL12_BABATUNJI035,4742.847
FDL12_BABATUNJI046,1920.0494
FDL13_BABATUNJI010,1996.669
FDL13_BABATUNJI013,10347.598
FDL13_BABATUNJI018,8312.635
FDL13_BABATUNJI049,10085.347
FDL16_BABATUNJI017,5277.0186
FDL16_BABATUNJI018,3417.7312
FDL16_BABATUNJI019,508.92142
FDL16_BABATUNJI049,3272.7268
FDL20_BABATUNJI017,4502.797
FDL20_BABATUNJI027,7300.796
FDL20_BABATUNJI035,4462.3555
FDL20_BABATUNJI045,4517.8955
FDL21_BABATUNJI019,477.15552
FDL21_BABATUNJI035,5294.482
FDL21_BABATUNJI045,5283.883
FDL21_BABATUNJI046,2264.426
FDL22_BABATUNJI017,4327.4507
FDL22_BABATUNJI027,8689.542
FDL22_BABATUNJI035,4322.509
FDL22_BABATUNJI045,4428.6064
FDL24_BABATUNJI013,7903.8193
FDL25_BABATUNJI017,4548.215
FDL25_BABATUNJI018,3574.1633
FDL27_BABATUNJI018,4424.7695
FDL27_BABATUNJI045,5388.651
FDL27_BABATUNJI046,4556.327
FDL27_BABATUNJI049,4368.2305
FDL28_BABATUNJI013,9757.375
FDL32_BABATUNJI017,4850.2275
FDL33_BABATUNJI010,1450.9503
FDL33_BABATUNJI013,7001.6
FDL34_BABATUNJI027,9193.674
FDL36_BABATUNJI017,4374.872
FDL36_BABATUNJI018,4147.0015
FDL36_BABATUNJI019,584.3199
FDL36_BABATUNJI027,9313.844
FDL36_BABATUNJI045,4578.6694
FDL38_BABATUNJI018,3814.6611
FDL38_BABATUNJI019,514.29266
FDL38_BABATUNJI027,10194.787
FDL38_BABATUNJI035,5606.7134
FDL38_BABATUNJI045,5155.2544
FDL39_BABATUNJI013,7213.44
FDL40_BABATUNJI018,3436.335
FDL40_BABATUNJI019,523.94257
FDL40_BABATUNJI027,10094.295
FDL40_BABATUNJI035,5591.5884
FDL40_BABATUNJI045,5392.372
FDL43_BABATUNJI017,4307.9185
FDL43_BABATUNJI027,8075.886
FDL43_BABATUNJI035,4234.758
FDL43_BABATUNJI046,2346.1545
FDL43_BABATUNJI049,2302.8184
FDL45_BABATUNJI027,8655.975
FDL45_BABATUNJI035,4970.111
FDL45_BABATUNJI045,4924.8936
FDL46_BABATUNJI027,9206.185
FDL46_BABATUNJI035,5243.879
FDL48_BABATUNJI017,3298.4038
FDL48_BABATUNJI027,9085.038
FDL48_BABATUNJI035,3298.8794
FDL48_BABATUNJI046,1754.6216
FDL48_BABATUNJI049,1749.2733
